ID,BOM
5002222,1
5002223,1
5002224,1
5002225,1
5002226,1
5002227,1
5002228,1
5002229,1
5002230,1
5002231,1
5002232,1
5002233,1
5002234,1
5002235,1
5002236,1
5002237,1
5002238,1
5002239,1
5002241,1
5002242,1
5002243,1
5002244,1
5002245,1
5002246,1
5002247,1
5002248,1
5002249,1
5002250,1
5002251,1
5002253,1
5002254,1
5002255,0
5002256,1
5002257,1
5002258,1
5002259,1
5002260,1
5002262,1
5002263,1
5002264,1
5002265,1
5002266,1
5002267,1
5002268,1
5002270,1
5002271,1
5002273,1
5002274,1
5002275,1
5002276,1
5002277,1
5002278,1
5002279,1
5002280,1
5002283,0
5002285,1
5002286,1
5002287,1
5002289,1
5002291,1
5002292,1
5002293,1
5002294,1
5002296,1
5002297,1
5002298,1
5002299,1
5002300,1
5002301,1
5002302,1
5002303,0
5002304,1
5002305,1
5002306,1
5002309,1
5002310,1
5002311,1
5002312,1
5002313,1
5002314,1
5002315,1
5002316,1
5002317,1
5002318,1
5002319,1
5002320,1
5002321,1
5002322,1
5002323,1
5002324,1
5002325,1
5002326,1
5002330,1
5002331,1
5002332,1
5002333,1
5002335,1
5002336,1
5002337,1
5002338,1
5002339,1
5002340,1
5002341,1
5002342,1
5002343,1
5002344,1
5002345,1
5002346,1
5002347,1
5002348,1
5002349,1
5002350,1
5002351,1
5002352,1
5002353,1
5002354,1
5002355,1
5002356,1
5002360,1
5002363,1
5002364,1
5002365,1
5002368,1
5002369,1
5002370,1
5002373,1
5002374,1
5002375,1
5002376,1
5002377,1
5002378,1
5002380,0
5002381,1
5002383,1
5002384,1
5002385,1
5002386,1
5002387,1
5002388,1
5002390,1
5002391,1
5002392,1
5002394,1
5002395,1
5002396,1
5002397,1
5002398,1
5002399,1
5002402,1
5002403,1
5002404,1
5002405,1
5002408,1
5002409,1
5002410,1
5002411,1
5002412,1
5002413,1
5002418,1
5002420,1
5002421,1
5002422,1
5002424,1
5002425,1
5002426,1
5002427,1
5002428,1
5002429,1
5002430,1
5002431,1
5002432,1
5002433,1
5002434,1
5002435,1
5002436,1
5002437,1
5002438,1
5002439,1
5002441,1
5002443,1
5002444,1
5002445,1
5002446,1
5002447,1
5002448,1
5002449,1
5002450,1
5002453,1
5002454,1
5002455,1
5002456,1
5002457,1
5002458,1
5002459,1
5002460,1
5002462,1
5002465,1
5002467,1
5002469,1
5002471,1
5002472,1
5002474,1
5002475,1
5002476,1
5002477,1
5002479,1
5002480,1
5002481,1
5002482,1
5002483,1
5002484,1
5002485,1
5002486,1
5002487,1
5002488,1
5002489,1
5002490,1
5002491,1
5002492,1
5002495,1
5002496,1
5002497,1
5002501,1
5002502,1
5002505,1
5002507,1
5002508,1
5002509,1
5002510,1
5002511,1
5002512,1
5002514,1
5002515,1
5002518,1
5002519,1
5002520,1
5002521,1
5002523,1
5002524,1
5002525,1
5002526,1
5002527,1
5002528,1
5002529,1
5002533,1
5002534,1
5002537,1
5002538,1
5002539,1
5002540,1
5002541,1
5002543,1
5002544,1
5002545,1
5002547,1
5002548,1
5002549,1
5002550,1
5002551,1
5002554,1
5002555,1
5002556,1
5002557,1
5002558,1
5002559,1
5002560,1
5002562,1
5002563,1
5002564,1
5002565,1
5002566,1
5002567,1
5002568,1
5002570,1
5002571,1
5002572,1
5002573,1
5002574,1
5002575,1
5002576,1
5002578,1
5002579,1
5002581,1
5002582,1
5002583,1
5002584,1
5002585,1
5002586,1
5002587,1
5002588,1
5002589,1
5002590,1
5002591,1
5002592,1
5002593,1
5002594,1
5002595,1
5002597,1
5002598,1
5002599,1
5002601,1
5002602,1
5002603,1
5002604,1
5002605,1
5002606,1
5002607,1
5002608,1
5002609,1
5002611,1
5002612,1
5002615,1
5002616,1
5002617,1
5002618,1
5002619,1
5002620,1
5002621,1
5002622,1
5002623,1
5002624,1
5002626,1
5002628,1
5002629,1
5002630,1
5002631,1
5002633,1
5002636,1
5002637,1
5002638,1
5002639,1
5002642,0
5002644,1
5002645,1
5002646,1
5002647,1
5002649,1
5002650,1
5002651,1
5002652,1
5002653,1
5002654,1
5002655,1
5002660,1
5002661,1
5002662,1
5002665,1
5002666,1
5002667,1
5002668,1
5002669,1
5002670,1
5002671,1
5002672,1
5002673,1
5002674,1
5002675,1
5002677,1
5002679,1
5002680,1
5002683,1
5002684,1
5002685,1
5002686,1
5002687,1
5002688,1
5002689,1
5002690,1
5002691,1
5002694,1
5002695,1
5002696,1
5002697,1
5002698,1
5002699,1
5002700,1
5002701,1
5002702,1
5002703,1
5002704,1
5002705,1
5002706,1
5002708,1
5002709,1
5002710,1
5002711,1
5002713,1
5002715,1
5002716,1
5002717,0
5002718,1
5002719,1
5002720,1
5002722,1
5002723,1
5002725,1
5002727,1
5002728,1
5002729,1
5002730,1
5002731,1
5002732,1
5002733,1
5002734,1
5002735,1
5002736,1
5002737,1
5002738,1
5002739,1
5002740,1
5002741,1
5002742,1
5002743,1
5002744,1
5002745,1
5002747,1
5002749,1
5002750,1
5002752,1
5002753,1
5002754,1
5002755,1
5002756,1
5002757,1
5002758,1
5002759,1
5002760,1
5002762,1
5002763,1
5002765,1
5002766,1
5002767,1
5002768,1
5002769,1
5002770,1
5002776,1
5002779,1
5002780,1
5002781,1
5002782,1
5002783,1
5002784,1
5002787,1
5002788,1
5002789,1
5002790,1
5002791,1
5002792,1
5002793,1
5002795,0
5002796,1
5002798,1
5002799,1
5002800,1
5002804,1
5002805,1
5002806,1
5002807,1
5002808,1
5002809,1
5002810,1
5002811,1
5002812,1
5002813,1
5002814,1
5002815,1
5002817,1
5002818,1
5002819,1
5002820,1
5002821,1
5002822,1
5002825,1
5002827,1
5002828,1
5002829,1
5002830,1
5002831,1
5002832,1
5002833,1
5002837,1
5002840,1
5002841,1
5002843,1
5002844,1
5002845,1
5002846,1
5002847,1
5002848,1
5002849,1
5002850,1
5002851,1
5002852,1
5002853,1
5002854,1
5002855,1
5002856,1
5002857,1
5002860,1
5002862,1
5002863,1
5002864,1
5002865,1
5002866,1
5002867,1
5002869,1
5002870,1
5002871,1
5002872,1
5002873,1
5002874,1
5002878,1
5002879,1
5002882,1
5002883,1
5002884,1
5002886,1
5002887,1
5002888,1
5002889,1
5002890,1
5002892,1
5002893,1
5002894,1
5002895,1
5002896,1
5002897,1
5002898,1
5002899,1
5002900,1
5002901,1
5002902,1
5002903,1
5002904,1
5002905,1
5002906,1
5002909,1
5002910,1
5002911,1
5002912,1
5002913,1
5002914,1
5002915,1
5002916,1
5002917,1
5002918,1
5002919,1
5002920,1
5002921,1
5002922,1
5002923,1
5002929,1
5002930,1
5002931,1
5002933,1
5002934,1
5002935,1
5002936,1
5002937,1
5002938,1
5002939,1
5002940,1
5002943,1
5002944,1
5002945,1
5002946,1
5002947,1
5002948,1
5002949,1
5002950,1
5002953,1
5002955,1
5002956,1
5002958,1
5002961,1
5002962,1
5002963,1
5002964,1
5002966,1
5002967,1
5002968,1
5002969,1
5002970,1
5002971,1
5002972,1
5002973,1
5002974,1
5002975,1
5002976,1
5002977,1
5002978,1
5002979,1
5002981,1
5002982,1
5002983,1
5002985,1
5002986,1
5002987,1
5002988,1
5002989,1
5002990,1
5002991,1
5002992,1
5002993,1
5002994,1
5002995,1
5002996,1
5002999,1
5003000,1
5003001,1
5003002,1
5003003,1
5003006,1
5003007,1
5003008,1
5003011,1
5003012,1
5003013,1
5003014,1
5003015,1
5003016,1
5003017,1
5003018,1
5003019,1
5003020,1
5003021,1
5003023,1
5003024,1
5003025,1
5003026,1
5003027,1
5003028,1
5003029,1
5003030,1
5003031,1
5003033,1
5003034,1
5003035,1
5003036,1
5003037,1
5003038,1
5003039,1
5003040,1
5003041,1
5003042,1
5003043,1
5003046,1
5003049,1
5003050,1
5003051,1
5003052,1
5003053,1
5003054,1
5003056,1
5003057,1
5003058,1
5003059,1
5003061,1
5003065,1
5003066,1
5003067,1
5003068,1
5003069,1
5003070,1
5003073,1
5003074,1
5003075,1
5003076,1
5003079,1
5003082,1
5003083,1
5003084,1
5003086,1
5003088,1
5003089,1
5003090,1
5003091,1
5003092,1
5003093,1
5003094,1
5003095,1
5003096,1
5003097,1
5003098,1
5003099,1
5003100,1
5003101,1
5003102,1
5003103,1
5003104,1
5003105,1
5003106,1
5003107,1
5003108,1
5003110,1
5003111,1
5003112,1
5003113,1
5003115,1
5003116,1
5003117,1
5003118,1
5003119,1
5003120,1
5003121,1
5003122,1
5003123,1
5003124,1
5003125,1
5003126,1
5003127,1
5003128,1
5003129,1
5003131,1
5003132,1
5003133,1
5003134,1
5003135,1
5003136,1
5003137,1
5003138,1
5003139,1
5003140,1
5003141,1
5003142,1
5003143,1
5003144,1
5003145,1
5003146,1
5003147,1
5003148,1
5003149,1
5003150,1
5003151,1
5003152,1
5003153,1
5003154,1
5003155,1
5003156,1
5003157,1
5003158,1
5003159,1
5003160,1
5003161,1
5003162,1
5003163,1
5003164,1
5003165,1
5003166,1
5003167,1
5003168,1
5003169,1
5003170,1
5003171,1
5003172,1
5003173,1
5003174,1
5003175,1
5003176,1
5003177,1
5003178,1
5003179,1
5003180,1
5003181,1
5003182,1
5003183,1
5003186,1
5003187,1
5003188,1
5003189,1
5003194,1
5003197,1
5003198,1
5003199,1
5003200,1
5003201,1
5003202,1
5003203,1
5003205,1
5003206,1
5003207,1
5003209,1
5003210,1
5003211,1
5003212,1
5003214,1
5003219,1
5003220,1
5003221,1
5003222,1
5003224,1
5003225,1
5003226,1
5003227,1
5003228,1
5003229,1
5003230,1
5003231,1
5003232,1
5003233,1
5003234,1
5003235,1
5003236,1
5003237,1
5003238,1
5003239,1
5003240,1
5003241,1
5003242,1
5003243,1
5003244,1
5003245,1
5003246,1
5003247,1
5003248,1
5003249,1
5003250,1
5003252,1
5003253,1
5003255,1
5003256,1
5003257,1
5003258,1
5003259,1
5003260,1
5003261,1
5003262,1
5003263,1
5003264,1
5003265,1
5003266,1
5003267,0
5003268,1
5003269,1
5003270,1
5003272,1
5003273,1
5003274,1
5003275,1
5003276,1
5003277,1
5003278,1
5003279,1
5003281,1
5003282,1
5003283,1
5003284,1
5003286,1
5003287,1
5003288,1
5003289,1
5003291,1
5003292,1
5003293,1
5003294,1
5003295,1
5003298,1
5003299,1
5003300,1
5003301,1
5003302,1
5003303,1
5003304,1
5003305,1
5003306,1
5003307,1
5003308,1
5003311,1
5003312,1
5003313,1
5003314,1
5003315,1
5003316,1
5003317,1
5003318,1
5003319,1
5003320,1
5003321,1
5003322,1
5003323,1
5003324,1
5003325,1
5003326,1
5003328,1
5003329,1
5003330,1
5003334,1
5003335,1
5003337,1
5003338,1
5003339,1
5003343,1
5003344,1
5003345,1
5003346,1
5003349,1
5003350,1
5003351,1
5003352,1
5003353,1
5003354,1
5003355,1
5003356,1
5003357,1
5003358,1
5003359,1
5003360,1
5003362,1
5003364,1
5003365,1
5003366,1
5003367,1
5003369,1
5003370,1
5003371,1
5003372,1
5003373,1
5003374,1
5003375,1
5003377,1
5003378,1
5003383,1
5003385,1
5003386,1
5003388,1
5003391,1
5003392,1
5003393,1
5003394,1
5003395,1
5003396,1
5003397,1
5003398,1
5003400,1
5003401,1
5003402,1
5003408,1
5003409,1
5003410,1
5003411,1
5003412,1
5003413,1
5003414,1
5003415,1
5003417,1
5003418,1
5003420,1
5003421,1
5003422,1
5003423,1
5003424,1
5003428,1
5003430,1
5003431,1
5003432,1
5003433,1
5003434,1
5003435,1
5003436,1
5003437,1
5003438,1
5003440,1
5003441,1
5003442,1
5003444,1
5003445,1
5003449,1
5003450,1
5003451,1
5003452,1
5003453,1
5003454,1
5003455,1
5003456,1
5003457,1
5003458,1
5003459,1
5003460,1
5003461,1
5003463,1
5003464,1
5003465,1
5003466,1
5003467,1
5003469,1
5003470,1
5003471,0
5003472,1
5003473,1
5003474,1
5003475,1
5003476,1
5003477,1
5003478,1
5003479,1
5003480,1
5003481,1
5003482,1
5003483,1
5003484,1
5003485,1
5003486,1
5003487,1
5003490,1
5003492,1
5003493,1
5003494,1
5003495,1
5003496,1
5003497,1
5003498,1
5003499,1
5003500,1
5003504,1
5003505,1
5003506,1
5003507,1
5003509,1
5003510,1
5003511,1
5003512,1
5003513,1
5003514,1
5003515,1
5003516,1
5003517,1
5003518,1
5003519,1
5003520,1
5003521,1
5003522,1
5003523,1
5003524,1
5003525,1
5003526,1
5003527,1
5003528,1
5003531,1
5003532,1
5003533,1
5003534,1
5003535,1
5003536,1
5003537,1
5003538,1
5003539,1
5003540,1
5003541,1
5003542,1
5003543,1
5003545,1
5003546,1
5003547,1
5003548,1
5003549,1
5003550,1
5003551,1
5003553,1
5003558,1
5003560,1
5003561,1
5003562,1
5003563,1
5003564,1
5003565,1
5003566,1
5003567,1
5003568,1
5003569,1
5003570,1
5003571,1
5003572,1
5003574,1
5003576,1
5003577,1
5003579,1
5003582,1
5003583,1
5003584,1
5003586,1
5003587,1
5003588,1
5003589,1
5003590,1
5003591,1
5003593,1
5003594,1
5003596,1
5003597,1
5003598,1
5003599,1
5003600,1
5003601,1
5003602,1
5003603,1
5003604,1
5003605,1
5003606,1
5003607,1
5003608,1
5003609,1
5003610,1
5003611,1
5003612,1
5003613,1
5003616,1
5003620,1
5003621,1
5003622,1
5003623,1
5003624,1
5003627,1
5003628,1
5003629,1
5003630,1
5003631,1
5003632,1
5003633,1
5003634,1
5003635,1
5003636,1
5003640,1
5003642,1
5003643,1
5003644,1
5003645,1
5003646,1
5003647,1
5003648,1
5003649,1
5003651,1
5003652,1
5003659,1
5003660,1
5003661,1
5003662,1
5003663,1
5003665,1
5003666,1
5003667,1
5003670,1
5003671,1
5003673,1
5003674,1
5003677,1
5003678,1
5003679,1
5003683,1
5003684,1
5003685,1
5003686,1
5003687,1
5003688,1
5003689,1
5003690,1
5003691,1
5003698,1
5003701,1
5003702,1
5003703,1
5003704,1
5003705,1
5003706,1
5003709,1
5003710,1
5003711,1
5003712,0
5003713,1
5003714,1
5003715,1
5003716,1
5003717,1
5003718,1
5003719,1
5003720,1
5003721,1
5003722,1
5003725,1
5003726,1
5003727,1
5003728,1
5003729,1
5003733,1
5003734,1
5003736,1
5003738,1
5003739,1
5003740,1
5003741,1
5003742,1
5003743,1
5003744,1
5003745,1
5003746,1
5003747,1
5003748,1
5003749,1
5003750,1
5003751,1
5003756,1
5003757,1
5003758,1
5003759,1
5003760,1
5003761,1
5003762,1
5003763,1
5003764,1
5003765,1
5003766,1
5003767,1
5003768,1
5003769,1
5003770,1
5003771,1
5003772,1
5003774,1
5003775,1
5003776,1
5003777,1
5003778,1
5003779,1
5003780,1
5003781,1
5003782,1
5003783,1
5003784,1
5003785,1
5003786,1
5003787,1
5003790,1
5003791,1
5003792,1
5003793,1
5003794,1
5003795,1
5003796,1
5003797,1
5003798,1
5003802,1
5003803,1
5003804,0
5003806,1
5003807,1
5003808,1
5003809,1
5003810,1
5003811,1
5003812,1
5003813,1
5003814,1
5003821,1
5003822,1
5003823,1
5003824,1
5003825,1
5003826,1
5003827,1
5003828,1
5003829,1
5003830,1
5003831,1
5003836,1
5003837,1
5003838,1
5003839,1
5003840,1
5003841,1
5003842,1
5003843,1
5003844,1
5003845,1
5003846,1
5003847,1
5003848,1
5003849,1
5003852,1
5003853,1
5003854,1
5003855,1
5003856,1
5003857,1
5003860,1
5003861,1
5003862,1
5003863,1
5003865,1
5003866,1
5003867,1
5003868,1
5003870,1
5003871,1
5003872,1
5003873,1
5003874,1
5003875,1
5003876,1
5003880,1
5003881,1
5003882,1
5003885,1
5003886,1
5003887,1
5003888,1
5003889,1
5003890,1
5003892,1
5003893,1
5003895,1
5003897,1
5003898,1
5003900,1
5003901,1
5003902,1
5003905,1
5003906,1
5003907,1
5003912,1
5003913,1
5003914,1
5003915,1
5003916,1
5003917,1
5003918,1
5003919,1
5003920,1
5003921,1
5003922,1
5003924,1
5003925,1
5003927,1
5003928,1
5003929,1
5003930,1
5003932,1
5003933,1
5003934,1
5003935,1
5003936,1
5003937,1
5003939,1
5003941,1
5003942,1
5003944,1
5003947,1
5003948,1
5003949,1
5003950,1
5003951,1
5003952,1
5003953,1
5003954,1
5003955,1
5003956,1
5003957,1
5003960,1
5003961,1
5003962,1
5003963,1
5003964,1
5003965,1
5003966,1
5003967,1
5003968,1
5003969,1
5003970,1
5003972,1
5003973,1
5003975,1
5003976,1
5003977,1
5003978,1
5003979,1
5003980,1
5003981,1
5003982,1
5003983,1
5003984,1
5003985,1
5003986,1
5003987,1
5003988,1
5003989,1
5003990,1
5003991,1
5003992,1
5003993,1
5003994,1
5003995,1
5003996,1
5003997,1
5003998,1
5003999,1
5004001,1
5004004,1
5004005,1
5004007,1
5004008,1
5004009,1
5004012,1
5004013,1
5004014,1
5004015,1
5004016,1
5004017,1
5004018,1
5004019,1
5004020,1
5004021,1
5004022,1
5004023,1
5004024,1
5004025,1
5004026,1
5004028,1
5004029,1
5004030,1
5004031,1
5004032,1
5004033,1
5004034,1
5004036,1
5004037,1
5004041,1
5004042,1
5004043,1
5004044,1
5004045,1
5004046,1
5004047,1
5004048,1
5004052,1
5004053,1
5004054,1
5004055,1
5004056,1
5004057,1
5004058,1
5004059,1
5004063,1
5004065,1
5004066,1
5004067,1
5004068,1
5004071,1
5004072,1
5004075,1
5004076,1
5004077,1
5004081,1
5004082,1
5004083,1
5004084,1
5004085,1
5004086,1
5004087,1
5004089,1
5004090,1
5004091,1
5004092,1
5004093,1
5004094,1
5004095,1
5004096,1
5004097,1
5004099,1
5004101,1
5004102,1
5004104,1
5004105,1
5004106,1
5004107,1
5004108,1
5004109,1
5004111,1
5004113,1
5004114,1
5004115,1
5004116,1
5004117,1
5004118,1
5004122,1
5004123,1
5004124,1
5004125,1
5004126,1
5004127,1
5004128,1
5004129,1
5004130,1
5004131,1
5004132,1
5004133,1
5004134,1
5004135,1
5004136,1
5004137,1
5004138,1
5004140,1
5004141,1
5004145,1
5004147,1
5004149,1
5004151,1
5004152,1
5004153,1
5004155,1
5004156,1
5004157,1
5004158,1
5004159,1
5004161,1
5004162,1
5004163,1
5004165,1
5004166,1
5004167,1
5004169,1
5004170,1
5004171,1
5004173,1
5004174,1
5004175,1
5004176,1
5004177,1
5004178,1
5004179,1
5004180,1
5004181,1
5004182,1
5004183,1
5004184,1
5004185,1
5004186,1
5004187,1
5004191,1
5004193,1
5004194,1
5004195,1
5004196,1
5004197,1
5004201,1
5004202,1
5004203,1
5004206,1
5004207,1
5004208,1
5004209,1
5004211,1
5004212,1
5004213,1
5004214,1
5004215,1
5004217,1
5004218,1
5004219,1
5004220,1
5004221,1
5004222,1
5004223,1
5004224,1
5004225,1
5004227,1
5004228,1
5004229,1
5004230,1
5004231,1
5004232,1
5004233,1
5004234,1
5004235,1
5004236,1
5004237,1
5004238,1
5004239,1
5004240,1
5004241,1
5004244,1
5004248,1
5004249,1
5004250,1
5004251,1
5004252,1
5004254,1
5004255,1
5004256,1
5004257,1
5004258,1
5004259,1
5004261,1
5004262,1
5004263,1
5004264,1
5004265,1
5004266,1
5004267,1
5004269,1
5004270,1
5004273,1
5004274,1
5004275,1
5004278,1
5004279,1
5004282,1
5004283,1
5004284,1
5004285,1
5004286,1
5004287,1
5004288,1
5004289,1
5004290,1
5004291,1
5004292,1
5004293,1
5004294,1
5004304,1
5004306,1
5004307,1
5004311,1
5004313,1
5004314,1
5004315,1
5004320,1
5004322,1
5004323,1
5004324,1
5004325,1
5004326,1
5004327,1
5004328,1
5004329,1
5004330,1
5004331,1
5004333,1
5004334,1
5004335,1
5004337,1
5004338,1
5004339,1
5004340,1
5004342,1
5004343,1
5004344,1
5004345,1
5004346,1
5004347,1
5004348,1
5004349,1
5004350,1
5004351,1
5004352,1
5004353,1
5004355,1
5004356,1
5004357,1
5004358,1
5004359,1
5004360,1
5004361,1
5004362,1
5004363,1
5004364,1
5004365,1
5004366,1
5004367,1
5004368,1
5004369,1
5004370,1
5004371,1
5004372,1
5004373,1
5004374,1
5004375,1
5004376,1
5004377,1
5004378,1
5004379,1
5004380,1
5004381,1
5004382,1
5004383,1
5004384,1
5004385,1
5004386,1
5004387,1
5004388,1
5004389,1
5004392,1
5004393,1
5004394,1
5004395,1
5004396,1
5004397,1
5004398,1
5004399,1
5004400,1
5004401,1
5004402,1
5004403,1
5004404,1
5004405,1
5004406,1
5004407,1
5004408,1
5004409,1
5004410,1
5004411,1
5004412,1
5004413,1
5004414,1
5004415,1
5004417,1
5004419,1
5004420,1
5004421,1
5004422,1
5004423,1
5004424,1
5004425,1
5004426,1
5004427,1
5004428,1
5004429,1
5004430,1
5004431,1
5004432,1
5004433,1
5004434,1
5004435,1
5004436,1
5004437,1
5004438,1
5004439,1
5004440,1
5004441,1
5004442,1
5004444,1
5004445,1
5004446,1
5004447,1
5004448,1
5004449,1
5004450,1
5004451,1
5004452,1
5004453,1
5004454,1
5004455,1
5004456,1
5004457,1
5004458,1
5004460,1
5004462,1
5004463,1
5004464,1
5004465,1
5004468,1
5004469,1
5004470,1
5004472,1
5004474,1
5004475,1
5004478,1
5004481,1
5004482,1
5004483,1
5004484,1
5004485,1
5004486,1
5004487,1
5004488,1
5004489,1
5004490,1
5004491,1
5004492,1
5004493,1
5004494,1
5004495,1
5004497,1
5004498,1
5004500,1
5004501,1
5004502,1
5004504,1
5004505,1
5004506,1
5004507,1
5004509,1
5004510,1
5004511,1
5004512,1
5004513,1
5004514,1
5004515,1
5004516,1
5004517,1
5004518,1
5004519,1
5004520,1
5004521,1
5004522,1
5004523,1
5004524,1
5004526,1
5004527,1
5004528,1
5004529,1
5004530,1
5004531,1
5004532,1
5004533,1
5004535,1
5004536,1
5004542,1
5004544,1
5004545,1
5004546,1
5004547,1
5004548,1
5004549,1
5004550,1
5004551,1
5004552,1
5004553,1
5004554,1
5004555,1
5004557,1
5004558,1
5004559,0
5004560,1
5004561,1
5004562,1
5004563,1
5004564,1
5004565,1
5004566,1
5004567,1
5004568,1
5004569,1
5004570,1
5004571,1
5004572,1
5004573,1
5004574,1
5004575,1
5004576,1
5004578,1
5004579,1
5004580,1
5004581,1
5004582,1
5004583,1
5004584,1
5004585,1
5004586,1
5004587,1
5004588,1
5004589,1
5004590,1
5004591,1
5004592,1
5004593,1
5004595,1
5004599,1
5004601,1
5004602,1
5004603,1
5004604,1
5004606,1
5004608,1
5004609,1
5004610,1
5004611,1
5004612,1
5004613,1
5004614,1
5004615,1
5004616,1
5004617,1
5004618,1
5004620,1
5004621,1
5004623,1
5004624,1
5004625,1
5004629,1
5004631,1
5004633,1
5004634,1
5004635,1
5004637,1
5004638,1
5004639,1
5004640,1
5004641,1
5004642,1
5004643,1
5004644,1
5004645,1
5004646,1
5004647,1
5004648,1
5004649,1
5004650,1
5004651,1
5004652,1
5004653,1
5004655,1
5004657,1
5004658,1
5004659,1
5004660,1
5004661,1
5004662,1
5004663,1
5004664,1
5004666,1
5004668,1
5004669,1
5004670,1
5004671,1
5004672,1
5004673,1
5004674,1
5004675,1
5004677,1
5004678,1
5004679,1
5004680,1
5004682,1
5004683,1
5004684,1
5004685,1
5004688,1
5004689,1
5004690,1
5004691,1
5004692,1
5004693,1
5004694,1
